country_code,indicator_code,year,value,country_name,indicator_name
EUU,SP.POP.TOTL,2024,450228188.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2023,448897545.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2022,447203596.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2021,446228281.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2020,446870959.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2019,446910453.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2018,446058453.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2017,445321060.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2016,444676652.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2015,443793218.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2014,442920819.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2013,442425741.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2012,442069839.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2011,441414078.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2010,442088310.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2009,441388573.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2008,440270719.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2007,438796003.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2006,437263803.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2005,435789139.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2004,434193248.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2003,432512916.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2002,430924112.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2001,429909307.0,EU(欧州連合),総人口
EUU,SP.POP.TOTL,2000,429339162.0,EU(欧州連合),総人口
EUU,NE.TRD.GNFS.ZS,2024,91.6412129770423,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2023,95.2184322373871,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2022,103.704297824246,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2021,91.2027987709932,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2020,83.8178435756324,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2019,90.5535167755498,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2018,90.4287934541118,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2017,88.7153593417555,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2016,85.7843525287716,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2015,86.6784730245276,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2014,85.4945619031171,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2013,84.7802574446217,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2012,85.0873053879509,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2011,83.4716467909952,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2010,78.2822047070773,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2009,70.5061152819935,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2008,80.7845236252072,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2007,79.7970750209135,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2006,77.9839965237354,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2005,73.5521083200505,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2004,70.3968822673266,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2003,67.3582029677997,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2002,68.4361597036627,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2001,70.729960303726,EU(欧州連合),貿易総額(対GDP比)
EUU,NE.TRD.GNFS.ZS,2000,71.5705308027643,EU(欧州連合),貿易総額(対GDP比)
EUU,EG.USE.PCAP.KG.OE,2024,2821.39665655907,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2023,2780.2009151871,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2022,2922.75168024871,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2021,3109.88687759671,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2020,2933.9871843456,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2019,3149.89746458067,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2018,3211.86260683638,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2017,3244.3990547838,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2016,3193.84744220649,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2015,3176.28838380569,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2014,3143.88823335219,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2013,3267.65397107209,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2012,3305.80724919781,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2011,3352.9544484885,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2010,3455.72012945554,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2009,3325.85401389365,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2008,3539.98406145018,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2007,3560.87699096301,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2006,3625.76732649016,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2005,3610.55848940846,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2004,3610.4237630397,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2003,3580.34477017976,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2002,3509.85008081957,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2001,3513.05434688124,EU(欧州連合),1人あたりエネルギー消費量
EUU,EG.USE.PCAP.KG.OE,2000,3426.83308666772,EU(欧州連合),1人あたりエネルギー消費量
CHN,NY.GDP.MKTP.CD,2024,18729668435848.0,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2023,18270356654533.2,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2022,18316765021690.2,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2021,18201698719564.0,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2020,14996414166715.1,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2019,14560167101283.4,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2018,14147765772963.8,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2017,12537559062282.9,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2016,11456024084962.0,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2015,11280814787468.9,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2014,10674533168257.4,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2013,9743124247267.24,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2012,8673664713189.24,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2011,7671757207851.29,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2010,6192564874453.29,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2009,5189577094997.58,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2008,4667346414521.95,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2007,3604055822571.63,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2006,2791498472804.33,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2005,2317551298052.05,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2004,1984196551300.44,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2003,1683903309843.85,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2002,1489821682050.54,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2001,1355036590251.52,中国,GDP(名目・米ドル)
CHN,NY.GDP.MKTP.CD,2000,1223754919971.05,中国,GDP(名目・米ドル)
CHN,SP.POP.TOTL,2024,1408975000.0,中国,総人口
CHN,SP.POP.TOTL,2023,1410710000.0,中国,総人口
CHN,SP.POP.TOTL,2022,1412175000.0,中国,総人口
CHN,SP.POP.TOTL,2021,1412360000.0,中国,総人口
CHN,SP.POP.TOTL,2020,1411100000.0,中国,総人口
CHN,SP.POP.TOTL,2019,1407745000.0,中国,総人口
CHN,SP.POP.TOTL,2018,1402760000.0,中国,総人口
CHN,SP.POP.TOTL,2017,1396215000.0,中国,総人口
CHN,SP.POP.TOTL,2016,1387790000.0,中国,総人口
CHN,SP.POP.TOTL,2015,1379860000.0,中国,総人口
CHN,SP.POP.TOTL,2014,1371860000.0,中国,総人口
CHN,SP.POP.TOTL,2013,1363240000.0,中国,総人口
CHN,SP.POP.TOTL,2012,1354190000.0,中国,総人口
CHN,SP.POP.TOTL,2011,1345035000.0,中国,総人口
CHN,SP.POP.TOTL,2010,1337705000.0,中国,総人口
CHN,SP.POP.TOTL,2009,1331260000.0,中国,総人口
CHN,SP.POP.TOTL,2008,1324655000.0,中国,総人口
CHN,SP.POP.TOTL,2007,1317885000.0,中国,総人口
CHN,SP.POP.TOTL,2006,1311020000.0,中国,総人口
CHN,SP.POP.TOTL,2005,1303720000.0,中国,総人口
CHN,SP.POP.TOTL,2004,1296075000.0,中国,総人口
CHN,SP.POP.TOTL,2003,1288400000.0,中国,総人口
CHN,SP.POP.TOTL,2002,1280400000.0,中国,総人口
CHN,SP.POP.TOTL,2001,1271850000.0,中国,総人口
CHN,SP.POP.TOTL,2000,1262645000.0,中国,総人口
CHN,NE.TRD.GNFS.ZS,2024,37.9560601372544,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2023,36.7391496938394,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2022,37.512555678171,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2021,36.6428789643754,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2020,34.337778473884,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2019,35.4544350281407,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2018,36.8943843914718,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2017,36.95085261586,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2016,36.177170692978,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2015,38.6971848362625,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2014,44.0684564812532,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2013,45.9160413795571,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2012,47.4802130784317,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2011,49.9458272253643,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2010,49.8540722338977,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2009,44.4197644331119,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2008,56.7111330003209,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2007,61.2664640006176,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2006,63.5695798621627,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2005,61.3600749408237,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2004,58.6403340408439,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2003,51.0774801301803,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2002,42.1944423387413,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2001,38.0826469518334,中国,貿易総額(対GDP比)
CHN,NE.TRD.GNFS.ZS,2000,39.0109424774998,中国,貿易総額(対GDP比)
CHN,EG.USE.PCAP.KG.OE,2024,,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2023,2850.94152906511,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2022,2676.48200976111,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2021,2623.79959356116,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2020,2465.96954605987,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2019,2397.96868908473,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2018,2310.87757050979,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2017,2215.91139022057,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2016,2149.2047500244,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2015,2175.1544486832,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2014,2177.55011435267,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2013,2137.32572690907,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2012,2085.21872095825,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2011,2027.46525356855,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2010,1899.79996108685,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2009,1728.61645229501,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2008,1629.97754209383,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2007,1595.46606847798,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2006,1490.18647938836,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2005,1369.79197119649,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2004,1249.04415339994,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2003,1105.13742396493,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2002,976.159336791292,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2001,921.506436459842,中国,1人あたりエネルギー消費量
CHN,EG.USE.PCAP.KG.OE,2000,898.07500446721,中国,1人あたりエネルギー消費量
RUS,NY.GDP.MKTP.CD,2024,2186462268813.08,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2023,2046284838151.09,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2022,2292495097681.47,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2021,1829186719575.1,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2020,1493075894362.14,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2019,1693115002708.32,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2018,1657328773461.31,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2017,1574199360089.0,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2016,1276786350881.14,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2015,1363482182197.71,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2014,2059241589895.01,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2013,2292470078346.22,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2012,2208293553878.42,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2011,2045922753398.04,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2010,1524916715223.95,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2009,1222645900055.7,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2008,1660848058303.11,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2007,1299703478481.65,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2006,989932071352.543,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2005,764015973481.11,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2004,591016690732.385,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2003,430347420184.885,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2002,345470494417.863,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2001,306602070620.5,ロシア,GDP(名目・米ドル)
RUS,NY.GDP.MKTP.CD,2000,259710142196.943,ロシア,GDP(名目・米ドル)
RUS,SP.POP.TOTL,2024,143669648.0,ロシア,総人口
RUS,SP.POP.TOTL,2023,143826130.0,ロシア,総人口
RUS,SP.POP.TOTL,2022,144236933.0,ロシア,総人口
RUS,SP.POP.TOTL,2021,144746762.0,ロシア,総人口
RUS,SP.POP.TOTL,2020,145245148.0,ロシア,総人口
RUS,SP.POP.TOTL,2019,145453291.0,ロシア,総人口
RUS,SP.POP.TOTL,2018,145398106.0,ロシア,総人口
RUS,SP.POP.TOTL,2017,145293260.0,ロシア,総人口
RUS,SP.POP.TOTL,2016,145015460.0,ロシア,総人口
RUS,SP.POP.TOTL,2015,144640716.0,ロシア,総人口
RUS,SP.POP.TOTL,2014,144237223.0,ロシア,総人口
RUS,SP.POP.TOTL,2013,143805638.0,ロシア,総人口
RUS,SP.POP.TOTL,2012,143378447.0,ロシア,総人口
RUS,SP.POP.TOTL,2011,143018195.0,ロシア,総人口
RUS,SP.POP.TOTL,2010,142849468.0,ロシア,総人口
RUS,SP.POP.TOTL,2009,142785348.0,ロシア,総人口
RUS,SP.POP.TOTL,2008,142742366.0,ロシア,総人口
RUS,SP.POP.TOTL,2007,142805114.0,ロシア,総人口
RUS,SP.POP.TOTL,2006,143049637.0,ロシア,総人口
RUS,SP.POP.TOTL,2005,143518814.0,ロシア,総人口
RUS,SP.POP.TOTL,2004,144067316.0,ロシア,総人口
RUS,SP.POP.TOTL,2003,144648618.0,ロシア,総人口
RUS,SP.POP.TOTL,2002,145306497.0,ロシア,総人口
RUS,SP.POP.TOTL,2001,145976482.0,ロシア,総人口
RUS,SP.POP.TOTL,2000,146596869.0,ロシア,総人口
RUS,NE.TRD.GNFS.ZS,2024,39.4184058815423,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2023,41.3395116492933,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2022,42.7663082313349,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2021,50.5861954621752,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2020,45.9669082029127,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2019,49.2287536619033,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2018,51.5809003703964,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2017,46.8765243371311,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2016,46.5181198396096,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2015,49.3593493116887,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2014,47.8013412628116,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2013,46.287149400499,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2012,47.1513903857957,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2011,48.0353994077919,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2010,50.3555054872589,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2009,48.4350610278181,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2008,53.3824660408908,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2007,51.7061227454606,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2006,54.733401867266,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2005,56.7132484905422,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2004,56.5818523984055,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2003,59.1282690076014,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2002,59.6454457319607,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2001,61.1108586644206,ロシア,貿易総額(対GDP比)
RUS,NE.TRD.GNFS.ZS,2000,68.0939070373555,ロシア,貿易総額(対GDP比)
RUS,EG.USE.PCAP.KG.OE,2024,,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2023,5498.30525622561,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2022,5707.1572675389,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2021,5710.55279279027,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2020,5068.38550364971,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2019,5082.7299560342,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2018,5279.09416060338,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2017,5018.77352571388,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2016,4936.04266971322,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2015,4804.23014928516,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2014,4915.75746633152,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2013,4919.89870162422,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2012,5056.08323400834,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2011,5004.23439250465,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2010,4853.36753031766,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2009,4529.20319928613,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2008,4822.38136319959,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2007,4710.47452096269,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2006,4689.15108443259,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2005,4541.20863501769,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2004,4494.50152836851,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2003,4461.83176005763,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2002,4289.43957286052,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2001,4287.90829493258,ロシア,1人あたりエネルギー消費量
RUS,EG.USE.PCAP.KG.OE,2000,4224.98951887146,ロシア,1人あたりエネルギー消費量
USA,NY.GDP.MKTP.CD,2024,29298013000000.0,アメリカ,GDP(名目・米ドル)
USA,NY.GDP.MKTP.CD,2023,27811517000000.0,アメリカ,GDP(名目・米ドル)
USA,NY.GDP.MKTP.CD,2022,26054614000000.0,アメリカ,GDP(名目・米ドル)
